scenario,run_id,window_start_s,window_end_s,label,is_anomalous,offset_mean,offset_std,offset_abs_max,path_delay_mean,pdv_std,seq_regressions,msg_irregularity,synce_ql_max,gnss_loss_rate,holdover_rate
gnss_loss_holdover,0,6.8,7.2,healthy,0,-0.8427681556095301,2.1315078328380475,5.055491793519033,50003.03627260384,7.4194771000563895,0,0.0,1,0.0,0.0
gnss_loss_holdover,0,7.0,7.4,healthy,0,-2.5532309611482176,2.7847258502177925,9.16474998776947,50002.77587946825,8.022213816765003,0,0.0,1,0.0,0.0
gnss_loss_holdover,0,7.2,7.6,healthy,0,-2.9503429247034036,2.6108863554071395,9.16474998776947,50000.71219047472,7.542937786116103,0,0.0,1,0.0,0.0
gnss_loss_holdover,0,7.4,7.8,healthy,0,0.5020354513638831,3.243253784885398,7.686246390953377,49999.91299136806,6.347833641158068,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,0.0,0.4,healthy,0,9.03961912405495,12.628509901508902,45.14344379019535,50001.8614534686,10.073223777021223,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,0.2,0.6,healthy,0,0.4232809589099051,2.6840990684106942,5.018909792499926,50000.123049168724,9.256229706142175,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,0.4,0.8,healthy,0,1.0014904305165304,3.224401435048816,6.4186112266052735,49999.81996081661,8.307949013639211,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,0.6,1.0,healthy,0,0.7756762001953641,2.7249209532168948,6.4186112266052735,50000.516828662,8.001227559713804,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,0.8,1.2,healthy,0,-0.12027680752858134,2.7102434861232285,5.299125063803008,50001.912141409506,5.84926075080938,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,1.0,1.4,healthy,0,1.336483793770693,2.960548730161088,5.299125063803008,50003.04074420332,7.271244343874183,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,1.2,1.6,healthy,0,3.0990870684143266,1.680577329380039,5.457896458063123,50002.44825896634,8.054865071164397,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,1.4,1.8,healthy,0,2.883579516817435,1.9702483789011556,5.457896458063123,49999.37581418595,8.244775951472121,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,1.6,2.0,healthy,0,0.7120977651651101,2.7834196327507823,4.9253972611975,49997.17429765414,8.983726339902585,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,1.8,2.2,healthy,0,1.5304057787741243,3.2145729531646197,5.925831268537115,49997.16007246197,8.207540307162233,0,0.0,1,0.5,0.5
gnss_loss_holdover,1,2.0,2.4,H0,1,11.998357263788716,8.942906473119697,26.338404473901086,49999.401892640846,8.35729429138597,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,2.2,2.6,H0,1,27.22213907288465,8.718521155508398,42.70335643901965,50002.497787361826,11.371400826644194,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,2.4,2.8,H0,1,44.4763473570119,11.775735487385187,62.27578358346699,50001.24298823634,11.144187360296007,0,0.0,1,1.0,1.0
